10,38612
10,38657
10,38691
10,38658
10,38659
10,38660
14,45634
14,45463
14,53138
33,36337
36,30656
53,27249
53,27927
53,27710
53,27930
53,28034
53,28002
53,28017
53,27747
53,56182
188,45654
188,45713
188,63090
319,48904
367,30728
377,25253
377,43496
377,45896
405,45895
543,45940
576,27103
576,28664
576,29206
576,51163
576,45872
576,49053
578,45690
579,45895
580,30994
583,45939
595,30728
888,1143
888,36554
888,38787
888,38792
888,45907
888,60637
888,60454
888,24950
888,32463
888,62064
890,60756
904,60454
1099,24947
1099,60652
1123,24947
1123,60652
1143,24950
1143,21164
1143,57354
1143,58019
1143,60629
1143,60652
1143,60688
1149,60468
1149,60462
1149,60652
1149,57354
1149,60674
1151,60652
1159,60451
1195,60430
1195,60459
1195,60647
1197,60430
1198,60430
1198,60459
1219,45766
1222,1239
1222,45462
1222,45941
1222,53356
1222,53576
1239,30082
1269,24057
1269,24061
1270,30072
1270,30280
1272,47051
1272,36879
1272,60459
1313,30656
1317,30280
1362,45654
1417,30723
1746,30334
1767,30656
1767,45940
2131,33372
2131,38061
2131,40889
2132,30334
2132,56168
2142,20323
2142,60638
2162,60638
2162,60644
2162,60674
2176,60638
2184,30279
2202,2223
2202,20150
2223,60459
2285,20312
2285,60638
2298,30279
2298,36452
2298,46021
2298,46032
2298,30264
2298,51879
2298,60434
2298,62299
2299,30277
2299,45535
2299,30274
2299,60434
2300,30279
2300,46026
2318,30279
2319,30279
2319,45893
2330,45881
2349,30039
2349,38061
2349,40861
2415,30039
2418,2420
2418,30069
2418,38061
2418,40861
2420,30269
2420,40919
2420,40920
2420,40861
2420,60430
2420,30069
2420,60638
2420,60637
2420,60647
2435,2436
2435,2468
2435,19637
2435,19698
2435,19797
2435,19765
2435,53854
2435,53856
2435,53857
2435,53892
2435,19818
2435,53881
2435,53888
2435,53885
2435,53990
2436,2468
2436,19698
2436,19797
2436,19765
2436,53854
2436,53856
2436,53892
2436,53881
2436,19818
2436,53885
2436,53888
2436,53857
2440,53990
2447,2446
2447,53990
2450,19818
2450,53990
2468,53990
2474,53990
2489,53990
2506,53990
2521,30723
2522,30723
2529,53916
2532,45633
2535,2563
2535,2546
2535,2576
2535,53870
2546,2549
2546,2576
2546,2563
2546,2583
2546,53870
2549,2563
2549,53870
2559,53870
2563,2576
2563,53870
2563,63129
2574,53870
2576,2583
2576,53870
2578,53870
2583,53870
2606,56175
2606,57235
2606,60638
2614,40903
2614,50208
2614,57710
2629,53916
2629,53924
2629,53989
2686,45641
2724,38612
2724,38646
2724,38659
2724,58240
2749,44272
2817,45680
2825,45680
2829,45680
2835,30280
2835,45680
2835,45882
2836,45680
2871,45680
2882,45939
2890,2948
3009,45633
3009,46050
3015,30042
3030,45633
3031,3032
3031,17012
3031,17036
3032,17012
3032,17036
3038,45633
3070,36732
3070,60459
3070,60638
3093,45939
3107,45939
3108,45939
3109,42165
3186,19455
3405,45514
3418,42165
3429,53793
3429,56168
3441,58361
3441,60430
3441,60633
3471,27934
3471,36815
3471,60642
3566,26883
3566,27739
3566,27749
3566,56169
3566,57294
3567,14632
3567,26883
3567,27518
3567,27749
3567,56169
3567,57294
3577,56233
3586,56233
3589,25010
3589,56179
3589,56233
3590,15428
3590,56233
3591,15012
3591,15292
3591,15339
3591,15428
3591,15025
3591,56175
3681,56182
3748,30334
3748,56182
3748,56358
4025,56103
4075,30227
4075,30228
4075,39822
4075,44405
4075,57337
4075,60606
4075,60594
4075,60624
4244,4296
4249,4272
4249,4296
4250,4272
4250,4296
4260,45766
4272,45574
4272,4296
4272,45766
4285,45766
4296,60459
4409,12538
4409,45485
4409,45631
4409,45654
4492,4507
4492,4505
4492,4555
4492,45783
4492,45819
4494,45514
4502,4555
4505,4507
4505,4555
4505,45783
4507,4555
4507,45783
4516,45819
4523,45819
4528,4536
4528,4538
4528,45790
4528,45819
4532,4536
4532,4533
4532,4538
4532,4544
4532,45799
4533,4536
4533,4537
4533,4538
4533,4544
4533,45514
4533,45781
4536,4538
4536,45799
4537,4538
4538,4544
4538,45781
4538,45790
4538,45514
4538,45799
4538,45819
4544,45783
4547,30334
4554,45790
4555,45783
4578,45514
4578,45819
4582,38593
4582,43348
4582,45783
4620,31063
4620,45485
4620,60706
4620,53897
4620,54344
4620,30219
4620,60458
4643,45455
4647,45455
4691,45455
4708,45455
4729,45455
4972,30177
4972,30334
4972,45535
4977,10502
4977,11065
5011,30042
5022,57255
5022,57286
5022,57294
5205,30072
5281,30072
5307,5318
5318,45936
5333,45936
5351,45936
5360,45936
5385,45936
5455,10646
5455,30146
5455,30170
5455,30174
5540,30334
5559,45937
5570,10646
5570,30146
5570,30174
5570,60503
5611,57736
5695,60430
5890,6071
5890,6072
5890,60430
5973,30334
6071,6072
6071,60430
6072,60430
6252,6263
6252,11196
6252,30174
6252,53349
6252,56035
6256,30334
6296,30334
6323,11196
6326,30334
6341,30277
6402,32845
6402,59634
6402,60533
6402,60631
6402,60756
6429,30334
6436,10336
6436,30544
6436,38695
6436,39080
6580,30040
6605,30334
6614,30040
6668,55208
6798,45433
6801,45871
6943,30994
6946,45939
6959,45939
6976,45939
6994,7000
6994,6999
6994,7004
6994,45939
6994,48867
6999,45939
7000,7004
7000,45939
7004,45939
7010,45939
7011,30072
7012,30594
7012,30596
7012,30762
7013,30072
7014,30071
7014,30096
7014,30072
7014,30182
7014,30172
7014,30733
7014,30748
7014,30596
7014,30750
7014,30762
7014,59627
7016,30334
7022,29094
7023,30072
7024,29094
7027,30742
7027,7034
7027,30750
7027,7033
7027,36337
7027,7032
7027,30781
7027,42911
7027,46499
7027,58298
7029,30072
7029,60638
7030,30072
7032,30072
7034,30072
7093,53989
7144,53989
7145,7205
7145,53989
7205,7215
7205,53989
7212,53989
7215,53989
7224,45889
7224,45890
7238,38612
7238,38657
7260,40037
7267,45634
7355,8992
7355,10502
7369,60638
7475,27934
7537,30043
7579,30043
7678,55989
7783,7839
7783,30723
7822,30723
7839,30723
7873,30723
7882,55989
7998,42165
8008,30641
8008,30722
8095,30641
8095,30722
8098,30043
8187,45936
8193,30277
8193,30334
8206,30722
8206,52233
8215,30228
8215,45635
8219,30723
8219,46030
8219,60756
8223,30722
8241,30723
8241,45902
8241,56706
8241,60459
8242,60638
8242,60757
8247,53793
8282,53793
8301,8452
8301,53793
8452,53793
8487,18848
8543,8580
8543,8572
8543,8587
8543,18848
8572,8580
8572,8584
8572,8587
8572,8588
8572,53793
8580,8587
8580,8588
8580,53793
8587,8588
8590,53793
8593,53793
8633,8634
8633,8635
8634,8635
8654,8673
8654,39591
8654,50951
8654,51844
8654,60757
8662,60674
8663,60757
8673,39591
8673,59476
8673,59515
8673,60638
8673,60757
8697,45766
8697,57293
8699,45937
8700,42165
8700,45891
8700,50764
8703,45894
8726,45894
8728,56182
8738,53774
8785,53774
8829,8830
8829,8832
8829,45902
8829,53774
8830,45902
8831,45902
8832,45902
8886,45630
8886,60429
8887,45630
8893,45630
8897,45630
8907,30043
8907,62788
8980,30334
8997,8992
9018,30334
9210,30334
9285,30334
10194,11065
10198,10201
10201,10202
10202,10204
10205,30334
10268,30334
10301,30334
10329,10330
10329,10331
10329,43487
10329,10333
10329,10334
10329,10336
10329,10332
10330,10333
10330,10331
10330,10336
10330,10332
10330,43487
10331,10333
10331,10336
10331,10332
10331,43487
10332,10333
10332,10336
10332,43487
10333,10336
10333,43487
10334,10336
10334,43487
10335,43487
10336,21197
10336,52640
10336,40903
10336,43487
10336,40695
10336,45640
10402,60459
10434,30334
10502,10336
10502,11091
10607,30334
10608,30334
10614,10619
10614,10620
10614,10646
10617,30334
10618,10646
10618,30334
10618,42928
10619,10620
10619,10646
10620,10646
10620,30334
10622,30334
10624,30142
10624,30334
10624,10646
10624,57736
10645,10646
10646,10671
10646,10702
10646,30334
10646,30146
10646,30166
10646,57736
10653,30334
10671,30334
10675,30334
10675,57736
10692,30174
10692,30146
10692,42246
10692,57736
10692,60503
10708,49652
10722,30334
10725,30334
10754,30334
10759,30334
10787,30334
10813,30334
10816,30334
10846,10847
10846,30334
10847,30334
10859,11271
10859,30334
10915,34732
10915,60454
10931,11065
11052,11056
11055,11056
11057,30072
11057,30579
11065,30040
11065,62788
11067,30334
11082,30040
11085,30334
11196,30334
11271,11272
11271,11288
11272,11288
11272,62788
11319,30334
11333,30334
11378,30334
11390,30334
11416,37071
11436,53989
11461,53989
11488,11491
11491,30723
11491,53989
11509,30723
11512,37085
11512,49652
11514,49652
11540,60454
11540,60629
11540,30277
11540,56182
11540,60652
11630,60757
11708,57187
11708,57250
11718,45455
11740,34116
11740,34128
11740,34153
11740,34168
11833,34147
11837,34117
11837,34120
11837,12441
11837,34111
11837,34188
11837,34203
11837,34147
11837,34237
11837,56182
12038,12092
12038,12165
12091,12092
12091,12131
12091,12165
12091,34203
12092,12131
12092,12165
12092,34203
12197,12201
12197,56182
12205,12223
12205,12224
12205,12229
12205,12234
12205,56182
12219,12229
12221,12224
12223,12224
12223,12234
12223,56182
12226,12224
12226,56182
12229,12234
12229,56182
12326,56182
12371,34147
12371,34168
12386,34168
12386,34147
12386,56182
12399,56182
12407,34147
12407,56182
12417,56182
12441,34168
12441,34188
12441,34203
12441,34237
12447,56182
12467,45677
12468,45682
12476,45654
12538,45487
12538,45505
12538,45654
12540,12543
12540,45654
12542,45654
12543,45487
12543,45654
12544,45654
12649,39429
12658,30728
12659,30728
12660,30728
12661,55518
12675,42165
12675,43081
12689,53785
12689,60455
12703,26300
12703,55995
12762,26888
12762,27509
12826,30334
12833,30334
12843,30174
12843,30347
12887,56182
12949,12951
13005,56182
13048,56182
13067,13103
13067,13711
13067,56182
13098,56182
13101,13103
13117,13119
13117,13120
13117,13571
13117,56182
13118,13120
13118,13121
13118,13122
13118,56182
13119,13120
13119,13121
13119,13571
13119,13122
13119,56182
13120,13121
13120,13571
13120,13122
13120,56182
13121,13571
13121,13122
13121,56182
13122,13129
13122,13343
13122,13670
13122,13312
13122,56182
13123,13312
13125,56182
13129,13128
13129,13343
13129,56182
13139,56182
13312,13670
13312,56182
13341,56182
13342,13343
13342,13344
13342,13345
13342,56182
13343,13344
13343,13345
13343,56182
13344,13345
13344,56182
13360,13398
13360,13686
13389,30039
13410,56182
13415,13404
13424,56182
13493,13494
13493,13497
13493,13499
13493,13500
13493,13501
13493,13503
13493,56182
13494,13500
13494,13501
13494,13503
13494,13497
13494,56182
13495,13499
13495,56182
13496,13497
13497,13501
13497,13500
13497,56175
13497,56182
13497,57187
13498,56182
13499,13500
13499,13501
13499,13503
13499,56182
13499,57187
13500,13501
13500,56182
13501,56182
13503,56182
13503,57187
13508,13685
13508,13686
13508,56182
13538,56182
13571,13586
13571,13685
13571,56182
13592,56182
13643,56182
13670,56182
13671,56182
13680,13685
13683,13685
13685,56182
13686,56182
13687,13685
13691,56182
13693,13033
13693,13673
13693,13691
13693,56182
13705,13685
13705,56182
13707,13685
13707,56182
13708,13711
13708,13713
13710,13711
13710,56182
13744,13745
13744,56182
13745,56182
13883,36613
13883,53599
13936,53793
13938,53793
13941,53793
13943,53793
13945,53793
13949,29094
13949,53912
13950,53793
13958,53793
13961,53793
13971,53793
13975,38274
13975,53935
13975,53921
13975,53936
14015,45937
14309,14311
14310,14311
14317,14330
14337,30347
